,DOI,title,author,volume,issue,issued_year,issued_month,crossref_ref_by_count,gscholar_ref_by_count,journal,file_name,cites_per_year
433,10.1016/0022-2496(80)90001-2,['Decomposing the reaction time distribution: Pure insertion and selective influence revisited'],"['F.Gregory Ashby', 'James T Townsend']",21,2,1980,4,76.0,,jmp,1980-Ashby-Reaction.txt,1.7
434,10.1016/0022-2496(80)90015-2,['Two classes of models for magnitude estimation'],"['R.Duncan Luce', 'John C Baird', 'David M Green', 'Albert F Smith']",22,2,1980,10,40.0,,jmp,1980-Luce-Classes.txt,0.9
435,10.1016/0022-2496(80)90014-0,['An algebraic model of ethical cognition'],['Vladimir A Lefebvre'],22,2,1980,10,15.0,,jmp,1980-Lefebvre-Algebraic.txt,0.3
436,10.1016/0022-2496(80)90038-3,['An analysis of generative representation systems'],"['Willa Kay Wiener-Ehrlich', 'William M. Bart', 'Richard Millward']",21,3,1980,6,10.0,,jmp,1980-Wiener-Ehrlich-Generative.txt,0.2
437,10.1016/0022-2496(80)90041-3,['Preferences on subsets'],"['K.H. Kim', 'F.W. Roush']",21,3,1980,6,9.0,,jmp,1980-Kim-None.txt,0.2
438,10.1016/0022-2496(80)90037-1,['Lexicographic additive differences'],['Peter C. Fishburn'],21,3,1980,6,30.0,,jmp,1980-Fishburn-Additive.txt,0.7
439,10.1016/0022-2496(80)90040-1,['A set-theoretic random utility model of choice behavior'],"['Stephen E. Edgell', 'Wilson S. Geisler']",21,3,1980,6,25.0,,jmp,1980-Edgell-Set_theoretic.txt,0.5
440,10.1016/0022-2496(80)90039-5,['Analyzing proximity matrices: The assessment of internal variation in combinatorial structure'],['Lawrence J. Hubert'],21,3,1980,6,14.0,,jmp,1980-Hubert-Proximity.txt,0.3
441,10.1016/0022-2496(80)90020-6,['Statistical significance tests for binormal ROC curves'],"['Charles E Metz', 'Helen B Kronman']",22,3,1980,12,130.0,,jmp,1980-Metz-Significance.txt,2.8
442,10.1016/0022-2496(80)90018-8,['Population states and eigenstructure: A simplifying view of Markov learning models'],"['Jill H Larkin', 'Thomas D Wickens']",22,3,1980,12,3.0,,jmp,1980-Larkin-States.txt,0.1
443,10.1016/0022-2496(80)90017-6,['On the reciprocity of proximity relations'],"['Gideon Schwarz', 'Amos Tversky']",22,3,1980,12,29.0,,jmp,1980-Schwarz-Reciprocity.txt,0.6
444,10.1016/0022-2496(80)90019-x,['A locus problem involving the three-dimensional city-block metric'],['Robert J. Titiev'],22,3,1980,12,4.0,,jmp,1980-Titiev-Locus.txt,0.1
445,10.1016/0022-2496(81)90049-3,['Lectures on linear systems theory'],['M.Frank Norman'],23,1,1981,2,32.0,,jmp,1981-Norman-Linear.txt,0.7
446,10.1016/0022-2496(81)90050-x,"['What is a language, that a child may learn it, and a child, that he may learn a language?']",['Steven Pinker'],23,1,1981,2,4.0,,jmp,"1981-Pinker-Language,.txt",0.1
447,10.1016/0022-2496(81)90037-7,['Theoretical approaches in neurobiology'],['Terry Caelli'],24,1,1981,8,0.0,1.0,jmp,1981-Caelli-None.txt,0.0
448,10.1016/0022-2496(81)90034-1,['Psychological relations and psychophysical scales: On the status of “direct” psychophysical measurement'],['Roger N. Shepard'],24,1,1981,8,181.0,,jmp,1981-Shepard-Relations.txt,4.0
449,10.1016/0022-2496(81)90036-5,"['Measurement theory: With applications to decisionmaking, utility, and the social sciences']",['Zoltan Domotor'],24,1,1981,8,2.0,,jmp,1981-Domotor-Theory:.txt,0.0
450,10.1016/0022-2496(81)90033-x,['On the functional form of partial masking functions in psychoacoustics'],"['Geoffrey J. Iverson', 'M. Pavel']",24,1,1981,8,10.0,,jmp,1981-Iverson-Functional.txt,0.2
451,10.1016/0022-2496(81)90035-3,['On the form and location of the Psychometric Bisection Function for time'],['John Gibbon'],24,1,1981,8,145.0,,jmp,1981-Gibbon-Form.txt,3.2
452,10.1016/0022-2496(81)90056-0,['A characterization theorem for random utility variables'],"['C.A Robertson', 'D.J Strauss']",23,2,1981,4,13.0,,jmp,1981-Robertson-Characterization.txt,0.3
453,10.1016/0022-2496(81)90054-7,['Sequential item selection: Optimal and heuristic policies'],['S.P Marshall'],23,2,1981,4,13.0,32.0,jmp,1981-Marshall-Item.txt,0.3
454,10.1016/0022-2496(81)90053-5,['A moving average model for sequenced reaction-time data'],"['Joseph B Kadane', 'Jill H Larkin', 'Richard H Mayer']",23,2,1981,4,2.0,,jmp,1981-Kadane-Moving.txt,0.0
455,10.1016/0022-2496(81)90055-9,['The nature of Soviet mathematical psychology'],"['Vladimir A Lefebvre', 'William H Batchelder']",23,2,1981,4,1.0,,jmp,1981-Lefebvre-Nature.txt,0.0
456,10.1016/0022-2496(81)90057-2,['On a recurrent misuse of a classical functional equation result'],['J.C Falmagne'],23,2,1981,4,13.0,,jmp,1981-Falmagne-Recurrent.txt,0.3
457,10.1016/0022-2496(81)90052-3,['Folded additive structures: A nonpolynomial model of some factorial interactions'],['Paul E Lehner'],23,2,1981,4,2.0,,jmp,1981-Lehner-Additive.txt,0.0
458,10.1016/0022-2496(81)90041-9,['“Rational” decision making versus “rational” decision modelling?'],['Mark J. Machina'],24,2,1981,10,50.0,96.0,jmp,1981-Machina-Decision.txt,1.1
459,10.1016/0022-2496(81)90039-0,['On the statistics of vision: The Julesz conjecture'],"['Persi Diaconis', 'David Freedman']",24,2,1981,10,38.0,,jmp,1981-Diaconis-Statistics.txt,0.8
460,10.1016/0022-2496(81)90038-9,['Finite and infinite state confusion models'],"['Jan P.H. van Santen', 'Donald Bamber']",24,2,1981,10,4.0,,jmp,1981-van Santen-Infinite.txt,0.1
461,10.1016/0022-2496(81)90040-7,['The proper role of clusters in mathematical models of continuous recall'],"['Douglas J. Herrmann', 'Philip M. Pearle']",24,2,1981,10,18.0,,jmp,1981-Herrmann-Proper.txt,0.4
462,10.1016/0022-2496(81)90059-6,['Difference measurement spaces'],['Michael Katz'],23,3,1981,6,4.0,,jmp,1981-Katz-None.txt,0.1
463,10.1016/0022-2496(81)90062-6,['Joint independent random utility models where one of the choice structures satisfies the strict utility model'],['A.A.J Marley'],23,3,1981,6,3.0,,jmp,1981-Marley-Independent.txt,0.1
464,10.1016/0022-2496(81)90061-4,"['Efficient sets, decision heuristics, and single-peaked preferences']",['K.Michael Aschenbrenner'],23,3,1981,6,14.0,,jmp,"1981-Aschenbrenner-Sets,.txt",0.3
465,10.1016/0022-2496(81)90060-2,['A heuristic method for the comparison of related structures'],"['Lawrence J Hubert', 'Reginald G Golledge']",23,3,1981,6,67.0,,jmp,1981-Hubert-Heuristic.txt,1.5
466,10.1016/0022-2496(81)90045-6,['On the scales of measurement'],['Louis Narens'],24,3,1981,12,69.0,,jmp,1981-Narens-Scales.txt,1.5
467,10.1016/0022-2496(81)90046-8,['Restricted thresholds for interval orders: A case of nonaxiomatizability by a universal sentence'],['Peter C. Fishburn'],24,3,1981,12,7.0,,jmp,1981-Fishburn-Thresholds.txt,0.2
468,10.1016/0022-2496(81)90043-2,['A test of parallel versus serial processing applied to memory retrieval'],"['Brian H. Ross', 'John R. Anderson']",24,3,1981,12,8.0,,jmp,1981-Ross-Parallel.txt,0.2
469,10.1016/0022-2496(81)90044-4,['On jnd representations of semiorders'],['Kenneth L. Manders'],24,3,1981,12,39.0,,jmp,1981-Manders-Jnd.txt,0.9
470,10.1016/0022-2496(82)90047-5,['Visual perception: Theory and practice'],"['John I Yellott', 'Albert Ahumada']",25,1,1982,2,1.0,,jmp,1982-Yellott-Perception:.txt,0.0
471,10.1016/0022-2496(82)90045-1,['Psychometric functions theory'],['Jean-Claude Falmagne'],25,1,1982,2,12.0,,jmp,1982-Falmagne-Functions.txt,0.3
472,10.1016/0022-2496(82)90046-3,['A factorization procedure for finite algebras'],"['Philippa E Pattison', 'Warren K Bartlett']",25,1,1982,2,14.0,,jmp,1982-Pattison-Factorization.txt,0.3
473,10.1016/0022-2496(82)90033-5,['Some theorems in haploscopic vision'],['Steven K Shevell'],26,1,1982,8,4.0,,jmp,1982-Shevell-Theorems.txt,0.1
474,10.1016/0022-2496(82)90034-7,['Nontransitive measurable utility'],['Peter C Fishburn'],26,1,1982,8,314.0,,jmp,1982-Fishburn-Measurable.txt,7.1
475,10.1016/0022-2496(82)90035-9,['Some light upon latency and the limitations of models'],['R Pike'],26,1,1982,8,0.0,0.0,jmp,1982-Pike-Light.txt,0.0
476,10.1016/0022-2496(82)90036-0,['Parallel models of associative memory'],['Richard Heath'],26,1,1982,8,1.0,,jmp,1982-Heath-Models.txt,0.0
477,10.1016/0022-2496(82)90032-3,['The bias of an estimate of coupled slack in stochastic PERT networks'],['Richard Schweickert'],26,1,1982,8,20.0,,jmp,1982-Schweickert-Bias.txt,0.5
478,10.1016/0022-2496(82)90011-6,['On estimating inter-subject variability of choice probabilities under observability constraints'],"['Robert Bartoszyński', 'Madan L Puri']",25,2,1982,4,0.0,,jmp,1982-Bartoszyński-Estimating.txt,0.0
479,10.1016/0022-2496(82)90010-4,"[""Maximum likelihood estimation for Luce's choice model""]",['Wim L.J van Putten'],25,2,1982,4,5.0,,jmp,"1982-van Putten-[""maximum.txt",0.1
480,10.1016/0022-2496(82)90009-8,['An experimental and theoretical investigation of the constant-ratio rule and other models of visual letter confusion'],"['James T Townsend', 'Douglas E Landon']",25,2,1982,4,32.0,,jmp,1982-Townsend-Experimental.txt,0.7
481,10.1016/0022-2496(82)90008-6,['The analysis of semigroups of multirelational systems'],['Philippa E Pattison'],25,2,1982,4,30.0,,jmp,1982-Pattison-Semigroups.txt,0.7
482,10.1016/0022-2496(82)90040-2,['A stochastic model for paired comparisons of social stimuli'],"['Axel Mattenklott', 'Joachim Sehr', 'Klaus-J. Miescke']",26,2,1982,10,5.0,,jmp,1982-Mattenklott-Stochastic.txt,0.1
483,10.1016/0022-2496(82)90042-6,['Structural analysis of discrete data with econometric applications'],['David M. Grether'],26,2,1982,10,1.0,,jmp,1982-Grether-Discrete.txt,0.0
484,10.1016/0022-2496(82)90043-8,['Logical development'],['Robert C. Berwick'],26,2,1982,10,0.0,0.0,jmp,1982-Berwick-None.txt,0.0
485,10.1016/0022-2496(82)90039-6,['A mathematical analysis of a natural class of partitions of a graph'],"['William H. Batchelder', 'Vladimir A. Lefebvre']",26,2,1982,10,8.0,,jmp,1982-Batchelder-Mathematical.txt,0.2
486,10.1016/0022-2496(82)90038-4,['The advantages of mathematical modeling over traditional methods in the analysis of category clustering'],['David M. Riefer'],26,2,1982,10,6.0,,jmp,1982-Riefer-Advantages.txt,0.1
487,10.1016/0022-2496(82)90041-4,['A strong developmental theory of field dependence-independence'],['Hoben Thomas'],26,2,1982,10,14.0,,jmp,1982-Thomas-Strong.txt,0.3
488,10.1016/0022-2496(82)90048-7,['An application of a biased version of the Bradley-Terry-Luce model to professional basketball results'],"['Kenneth J Koehler', 'Harold Ridpath']",25,3,1982,6,14.0,,jmp,1982-Koehler-Biased.txt,0.3
489,10.1016/0022-2496(82)90049-9,['Lattice-based similarity measures between ordered trees'],['Stephen C Hirtle'],25,3,1982,6,8.0,,jmp,1982-Hirtle-Similarity.txt,0.2
490,10.1016/0022-2496(82)90050-5,['Foundations of risk measurement. II. Effects of gains on risk'],['Peter C Fishburn'],25,3,1982,6,51.0,,jmp,1982-Fishburn-Risk.txt,1.2
491,10.1016/0022-2496(82)90051-7,['Fundamental measurement of the difficulty of test items'],['Michael V Levine'],25,3,1982,6,1.0,,jmp,1982-Levine-Difficulty.txt,0.0
492,10.1016/0022-2496(82)90052-9,['Models for multivariate paired comparison experiments with ties'],"['J Davoodzadeh', 'R.J Beaver']",25,3,1982,6,2.0,,jmp,1982-Davoodzadeh-Multivariate.txt,0.0
493,10.1016/0022-2496(82)90053-0,['Figurale wechselwirkungen im gesichtsfeld (Configural interaction in the visual field)'],['Jan Drösler'],25,3,1982,6,0.0,,jmp,1982-Drösler-Wechselwirkungen.txt,0.0
494,10.1016/0022-2496(82)90004-9,['Turning a penrose triangle inside out'],['Thaddeus M. Cowan'],26,3,1982,12,2.0,,jmp,1982-Cowan-Penrose.txt,0.0
495,10.1016/0022-2496(82)90005-0,['An identifiable model of two-stage learning'],"['Charles J. Brainerd', 'Mark L. Howe', 'Johannes Kingma']",26,3,1982,12,29.0,,jmp,1982-Brainerd-Identifiable.txt,0.7
496,10.1016/0022-2496(82)90003-7,['A transformational analysis of form recognition under plane isometries'],"['Mou-ta Chen', 'Kathleen Chen']",26,3,1982,12,6.0,,jmp,1982-Chen-Transformational.txt,0.1
497,10.1016/0022-2496(82)90002-5,['An approach to geometry of visual space with no a priori mapping functions: Multidimensional mapping according to Riemannian metrics'],['Tarow Indow'],26,3,1982,12,87.0,,jmp,1982-Indow-Approach.txt,2.0
498,10.1016/0022-2496(82)90001-3,['A dual to the von Neumann-Morgenstern theorem'],['Jörgen W. Weibull'],26,3,1982,12,3.0,,jmp,1982-Weibull-Dual.txt,0.1
499,10.1016/0022-2496(83)90025-1,['Discrete dynamic choice: An extension of the choice models of thurstone and luce'],['John K. Dagsvik'],27,1,1983,3,18.0,,jmp,1983-Dagsvik-Dynamic.txt,0.4
500,10.1016/0022-2496(83)90031-7,"['Multiple criteria, multiple models']",['Joel Huber'],27,1,1983,3,0.0,,jmp,"1983-Huber-Criteria,.txt",0.0
501,10.1016/0022-2496(83)90028-7,['Procedures for synthesizing ratio judgements'],"['J. Aczél', 'T.L. Saaty']",27,1,1983,3,627.0,1452.0,jmp,1983-Aczél-Synthesizing.txt,14.6
502,10.1016/0022-2496(83)90026-3,"['Symmetry, scale types, and generalizations of classical physical measurement']","['R.Duncan Luce', 'Louis Narens']",27,1,1983,3,21.0,,jmp,1983-Luce-Scale.txt,0.5
503,10.1016/0022-2496(83)90029-9,"['A characterization of stochastic independence by association, with an application to random utility theory']",['Hans Colonius'],27,1,1983,3,6.0,,jmp,1983-Colonius-Characterization.txt,0.1
504,10.1016/0022-2496(83)90030-5,['Vision: A computational investigation into the human representation and processing of visual information'],['H.B. Barlow'],27,1,1983,3,21.0,,jmp,1983-Barlow-A.txt,0.5
505,10.1016/0022-2496(83)90032-9,['Mathematical psychology and psychophysiology'],['Alwyn C. Scott'],27,1,1983,3,0.0,,jmp,1983-Scott-Psychology.txt,0.0
506,10.1016/0022-2496(83)90027-5,['Note on a central lemma for learning theory'],"['Daniel N. Osherson', 'Michael Stob', 'Scott Weinstein']",27,1,1983,3,10.0,,jmp,1983-Osherson-Central.txt,0.2
507,10.1016/0022-2496(83)90040-8,"['Stochastic PERT networks as models of cognition: Derivation of the mean, variance, and distribution of reaction time using Order-of-Processing (OP) diagrams']","['Donald L Fisher', 'William M Goldstein']",27,2,1983,6,77.0,,jmp,1983-Fisher-PERT.txt,1.8
508,10.1016/0022-2496(83)90044-5,['Putting your theory where your machine is: Computer implementation of syntactic theory'],"['Richard Millward', 'Celia Millward']",27,2,1983,6,0.0,,jmp,1983-Millward-Your.txt,0.0
509,10.1016/0022-2496(83)90042-1,"['Mixed models, random utilities, and the triangle inequality']",['Fernando Menezes Campello de Souza'],27,2,1983,6,15.0,,jmp,"1983-Campello de Souza-Models,.txt",0.3
510,10.1016/0022-2496(83)90043-3,['Distinguishing between stochastic models of heterogeneity and contagion'],['Stanley Wasserman'],27,2,1983,6,7.0,,jmp,1983-Wasserman-Between.txt,0.2
511,10.1016/0022-2496(83)90041-x,['Measurement foundations for multiattribute psychophysical theories based on first order polynomials'],['John M Miyamoto'],27,2,1983,6,6.0,,jmp,1983-Miyamoto-Foundations.txt,0.1
512,10.1016/0022-2496(83)90009-3,['Nearest neighbor analysis of point processes: Simulations and evaluations'],['Laurence T Maloney'],27,3,1983,9,9.0,,jmp,1983-Maloney-Neighbor.txt,0.2
513,10.1016/0022-2496(83)90015-9,['Learning algorithms theory and applications'],['Radu Theodorescu'],27,3,1983,9,1.0,,jmp,1983-Theodorescu-Algorithms.txt,0.0
514,10.1016/0022-2496(83)90008-1,['Nearest neighbor analysis of point processes: Applications to multidimensional scaling'],"['Amos Tversky', 'Yosef Rinott', 'Charles M Newman']",27,3,1983,9,22.0,,jmp,1983-Tversky-Neighbor.txt,0.5
515,10.1016/0022-2496(83)90011-1,['A biased random walk model for two choice reaction times'],['F.Gregory Ashby'],27,3,1983,9,66.0,,jmp,1983-Ashby-Biased.txt,1.5
516,10.1016/0022-2496(83)90010-x,['Synthesizing partial orders given comparability information: Partitive sets and slack in critical path networks'],['Richard Schweickert'],27,3,1983,9,7.0,,jmp,1983-Schweickert-Partial.txt,0.2
517,10.1016/0022-2496(83)90017-2,['Studies of mind and brain'],['Robert Hecht-Nielsen'],27,3,1983,9,0.0,,jmp,1983-Hecht-Nielsen-Mind.txt,0.0
518,10.1016/0022-2496(83)90013-5,['Some theory and results for metrics for bounded response scales'],['Peter H Schönemann'],27,3,1983,9,17.0,,jmp,1983-Schönemann-Results.txt,0.4
519,10.1016/0022-2496(83)90012-3,['A generalization of comparative probability on finite sets'],['P.C Fishburn'],27,3,1983,9,9.0,,jmp,1983-Fishburn-Generalization.txt,0.2
520,10.1016/0022-2496(83)90016-0,['Axioms and models in decision making under uncertainty'],['Mark J Machina'],27,3,1983,9,3.0,,jmp,1983-Machina-Models.txt,0.1
521,10.1016/0022-2496(83)90014-7,['A comment on the development of the theory of “direct” psychophysics'],['David H Krantz'],27,3,1983,9,1.0,,jmp,1983-Krantz-Comment.txt,0.0
522,10.1016/0022-2496(83)90035-4,['Some deterministic models of concept identification'],"['Kam Pui Chow', 'John W Cotton']",27,4,1983,12,0.0,,jmp,1983-Chow-Deterministic.txt,0.0
523,10.1016/0022-2496(83)90034-2,['“Impossible figures” and interpretations of polyhedral figures'],['Eric Térouanne'],27,4,1983,12,4.0,,jmp,1983-Térouanne-Figures”.txt,0.1
524,10.1016/0022-2496(83)90037-8,['Machine learning: An artificial intelligence approach'],['Earl Hunt'],27,4,1983,12,2.0,,jmp,1983-Hunt-Learning:.txt,0.0
525,10.1016/0022-2496(83)90033-0,['A procedural theory of eye movements in doing arithmetic'],"['Patrick Suppes', 'Michael Cohen', 'Robert Laddaga', 'James Anliker', 'Robert Floyd']",27,4,1983,12,52.0,,jmp,1983-Suppes-Procedural.txt,1.2
526,10.1016/0022-2496(83)90036-6,['An axiomatization of the ratio/difference representation'],['John M Miyamoto'],27,4,1983,12,13.0,,jmp,1983-Miyamoto-Axiomatization.txt,0.3
527,10.1016/0022-2496(83)90038-x,['Algebra of conscience'],['James T Townsend'],27,4,1983,12,2.0,,jmp,1983-Townsend-None.txt,0.0
528,10.1016/0022-2496(84)90018-x,['Conjoint design and analysis of the bilinear model: An application to judgments of risk'],"['Clyde H Coombs', 'Paul E Lehner']",28,1,1984,3,32.0,,jmp,1984-Coombs-Design.txt,0.8
529,10.1016/0022-2496(84)90021-x,['Cardinal coordinate independence for expected utility'],['Peter Wakker'],28,1,1984,3,66.0,,jmp,1984-Wakker-Coordinate.txt,1.6
530,10.1016/0022-2496(84)90020-8,['On realizable biorders and the biorder dimension of a relation'],"['Jean-Paul Doignon', 'André Ducamp', 'Jean-Claude Falmagne']",28,1,1984,3,115.0,,jmp,1984-Doignon-Realizable.txt,2.7
531,10.1016/0022-2496(84)90019-1,['Generality of a strength model for three conditions of repeated recall'],"['Alex Cherry Wilkinson', 'Ronald Koestler']",28,1,1984,3,15.0,,jmp,1984-Wilkinson-Strength.txt,0.4
532,10.1016/0022-2496(84)90022-1,['Psychology and mathematics. An essay on theory'],['A.A.J Marley'],28,1,1984,3,0.0,,jmp,1984-Marley-Mathematics..txt,0.0
533,10.1016/0022-2496(84)90028-2,['Faithful account of a stewardship'],['John Macnamara'],28,2,1984,6,0.0,,jmp,1984-Macnamara-Account.txt,0.0
534,10.1016/0022-2496(84)90027-0,['Inconsistency and rank preservation'],"['Thomas L Saaty', 'Luis G Vargas']",28,2,1984,6,204.0,,jmp,1984-Saaty-Rank.txt,4.9
535,10.1016/0022-2496(84)90024-5,['A maximum likelihood hierarchical disaggregate model for predicting choices of individuals'],"['Dennis H Gensch', 'Joseph A Svestka']",28,2,1984,6,26.0,,jmp,1984-Gensch-Maximum.txt,0.6
