,DOI,title,author,volume,issue,issued_year,issued_month,crossref_ref_by_count,gscholar_ref_by_count,journal,file_name,cites_per_year
1928,10.1016/j.jmp.2023.102769,['The best-worst-choice polytope on four alternatives'],['Jean-Paul Doignon'],114,,2023,6,2.0,,jmp,2023-Doignon-Best_worst_choice.txt,0.7
1929,10.1016/j.jmp.2023.102770,['Well-graded polytomous knowledge structures'],"['Wen Sun', 'Jinjin Li', 'Zhaorong He', 'Xun Ge', 'Yidong Lin']",114,,2023,6,11.0,,jmp,2023-Sun-Polytomous.txt,3.7
1930,10.1016/j.jmp.2023.102768,['Adjacencies on random ordering polytopes and flow polytopes'],"['Jean-Paul Doignon', 'Kota Saito']",114,,2023,6,5.0,,jmp,2023-Doignon-Random.txt,1.7
1931,10.1016/j.jmp.2023.102774,['Modelling constituent order despite symmetric associations in memory'],"['Jeremy J. Thomas', 'Jeremy B. Caplan']",115,,2023,8,0.0,0.0,jmp,2023-Thomas-Constituent.txt,0.0
1932,10.1016/j.jmp.2023.102766,['A queueing model of visual search'],"['Yiqi Li', 'Martin Schlather', 'Edgar Erdfelder']",115,,2023,8,1.0,,jmp,2023-Li-Queueing.txt,0.3
1933,10.1016/j.jmp.2023.102778,['A representation of interval orders through a bi-utility function'],['Yann Rébillé'],115,,2023,8,2.0,,jmp,2023-Rébillé-Representation.txt,0.7
1934,10.1016/j.jmp.2023.102776,['Speeded response tasks with unpredictable deadlines'],"['Steven P. Blurton', 'Jan Feifel', 'Matthias Gondan']",115,,2023,8,2.0,,jmp,2023-Blurton-Response.txt,0.7
1935,10.1016/j.jmp.2023.102791,['Modal preference structures'],"['Davide Carpentiere', 'Alfio Giarlotta', 'Stephen Watson']",115,,2023,8,0.0,,jmp,,0.0
1936,10.1016/j.jmp.2023.102780,['Sufficient conditions making lexicographic rules over the power set satisfy extensibility'],['Takashi Kurihara'],115,,2023,8,0.0,,jmp,2023-Kurihara-Conditions.txt,0.0
1937,10.1016/j.jmp.2023.102777,['Subjective expected utility with signed threshold'],['Yutaka Nakamura'],115,,2023,8,0.0,,jmp,2023-Nakamura-Expected.txt,0.0
1938,10.1016/j.jmp.2023.102790,['An illustrated guide to context effects'],"['Clintin P. Davis-Stober', 'A.A.J. Marley', 'William J. McCausland', 'Brandon M. Turner']",115,,2023,8,2.0,,jmp,2023-Davis-Stober-Illustrated.txt,0.7
1939,10.1016/j.jmp.2023.102775,['The standard relationship between choice frequency and choice time is violated in multi-attribute preferential choice'],"['Guy E. Hawkins', 'Gavin Cooper', 'Jon-Paul Cavallaro']",115,,2023,8,3.0,,jmp,2023-Hawkins-Standard.txt,1.0
1940,10.1016/j.jmp.2023.102779,['A characterization of the existence of succinct linear representation of subset-valuations'],['Saša Pekeč'],115,,2023,8,0.0,,jmp,2023-Pekeč-Characterization.txt,0.0
1941,10.1016/j.jmp.2023.102781,['Towards a competence-based polytomous knowledge structure theory'],"['Luca Stefanutti', 'Andrea Spoto', 'Pasquale Anselmi', 'Debora de Chiusole']",115,,2023,8,16.0,,jmp,2023-Stefanutti-Competence_based.txt,5.3
1942,10.1016/j.jmp.2023.102802,['Sparse attentional subsetting of item features and list-composition effects on recognition memory'],['Jeremy B. Caplan'],116,,2023,9,5.0,,jmp,2023-Caplan-Attentional.txt,1.7
1943,10.1016/j.jmp.2023.102803,['A new type of polytomous surmise system'],"['Bo Wang', 'Jinjin Li', 'Zhuoheng Chen', 'Bochi Xu', 'Xiaoxian Xie']",116,,2023,9,3.0,,jmp,2023-Wang-Type.txt,1.0
1944,10.1016/j.jmp.2023.102792,['Mathematical self-determination theory I: Real representation'],['Ali Ünlü'],116,,2023,9,3.0,,jmp,,1.0
1945,10.1016/j.jmp.2023.102806,['A characterization of two-agent Pareto representable orderings'],['Juan C. Candeal'],116,,2023,9,2.0,,jmp,2023-Candeal-Characterization.txt,0.7
1946,10.1016/j.jmp.2023.102794,['Bayesian stopping'],['Igor Douven'],116,,2023,9,6.0,,jmp,2023-Douven-None.txt,2.0
1947,10.1016/j.jmp.2023.102793,['Mathematical self-determination theory II: Affine space representation'],['Ali Ünlü'],116,,2023,9,2.0,,jmp,2023-Ünlü-Self_determination.txt,0.7
1948,10.1016/j.jmp.2023.102815,['Expressions for Bayesian confidence of drift diffusion observers in fluctuating stimuli tasks'],"['Joshua Calder-Travis', 'Rafal Bogacz', 'Nick Yeung']",117,,2023,12,2.0,,jmp,2023-Calder-Travis-Bayesian.txt,0.7
1949,10.1016/j.jmp.2023.102805,['How do people build up visual memory representations from sensory evidence? Revisiting two classic models of choice'],"['Maria M. Robinson', 'Isabella C. DeStefano', 'Edward Vul', 'Timothy F. Brady']",117,,2023,12,3.0,,jmp,2023-Robinson-People.txt,1.0
1950,10.1016/j.jmp.2023.102816,['How averaging individual curves transforms their shape: Mathematical analyses with application to learning and forgetting curves'],['Jaap M.J. Murre'],117,,2023,12,6.0,,jmp,2023-Murre-Averaging.txt,2.0
1951,10.1016/j.jmp.2023.102817,['Structure of single-peaked preferences'],['Alexander Karpov'],117,,2023,12,0.0,,jmp,2023-Karpov-Single_peaked.txt,0.0
1952,10.1016/j.jmp.2023.102818,['Experiment-based calibration in psychology: Optimal design considerations'],['Dominik R. Bach'],117,,2023,12,3.0,,jmp,2023-Bach-Calibration.txt,1.0
1953,10.1016/j.jmp.2023.102819,['On delineating forward- and backward-graded knowledge structures from fuzzy skill maps'],"['Bochi Xu', 'Jinjin Li', 'Wen Sun', 'Bo Wang']",117,,2023,12,7.0,,jmp,2023-Xu-Delineating.txt,2.3
1954,10.1016/j.jmp.2023.102804,['Multi-Attribute Gain Loss (MAGL) method to predict choices'],['Ram Kumar Dhurkari'],117,,2023,12,3.0,,jmp,2023-Dhurkari-Gain.txt,1.0
1955,10.1016/j.jmp.2023.102807,"['Regret theory, Allais’ paradox, and Savage’s omelet']","['V.G. Bardakhchyan', 'A.E. Allahverdyan']",117,,2023,12,2.0,,jmp,"2023-Bardakhchyan-Theory,.txt",0.7
1956,10.1016/j.jmp.2023.102820,['A variation of the cube model for best–worst choice'],"['Keivan Mallahi-Karai', 'Adele Diederich']",117,,2023,12,1.0,,jmp,2023-Mallahi-Karai-Variation.txt,0.3
1957,10.1016/j.jmp.2023.102821,['A contextual range-dependent model for choice under risk'],"['Manel Baucells', 'Michał Lewandowski', 'Krzysztof Kontek']",118,,2024,2,3.0,6.0,jmp,,1.5
1958,10.1016/j.jmp.2024.102840,['Exploring well-gradedness in polytomous knowledge structures'],"['Bo Wang', 'Jinjin Li']",119,,2024,4,2.0,,jmp,2024-Wang-Well_gradedness.txt,1.0
1959,10.1016/j.jmp.2024.102843,['A tutorial on Bayesian inference for dynamical modeling of eye-movement control during reading'],"['Ralf Engbert', 'Maximilian M. Rabe']",119,,2024,4,2.0,,jmp,2024-Engbert-Tutorial.txt,1.0
1960,10.1016/j.jmp.2024.102844,['On the (non-) reliance on algorithms—A decision-theoretic account'],['Bernard Sinclair-Desgagné'],119,,2024,4,1.0,,jmp,2024-Sinclair-Desgagné-Reliance.txt,0.5
1961,10.1016/j.jmp.2024.102841,['An accidental image feature that appears but not disappears'],"['Tadamasa Sawada', 'Denis Volk']",119,,2024,4,1.0,,jmp,2024-Sawada-Accidental.txt,0.5
1962,10.1016/j.jmp.2024.102842,['Dynamic noise estimation: A generalized method for modeling noise fluctuations in decision-making'],"['Jing-Jing Li', 'Chengchun Shi', 'Lexin Li', 'Anne G.E. Collins']",119,,2024,4,14.0,,jmp,2024-Li-Noise.txt,7.0
1963,10.1016/j.jmp.2024.102870,['A proposal for a Riemannian face space and application to atypical vs. typical face similarities'],"['James T. Townsend', 'Hao-Lun Fu', 'Cheng-Ju Hsieh', 'Cheng-Ta Yang']",122,,2024,9,,,jmp,2024-Townsend-Proposal.txt,
1964,10.1016/j.jmp.2024.102873,['A straightforward and valid correction to Nathoo et al.’s Bayesian within-subject credible interval'],"['Steffen Zitzmann', 'Christoph Lindner', 'Martin Hecht']",122,,2024,9,,,jmp,2024-Zitzmann-Straightforward.txt,
1965,10.1016/j.jmp.2024.102874,['Measuring the velocity of spatio-temporal attention waves'],"['Richard J. Jagacinski', 'Aijia Ma', 'Tyler N. Morrison']",122,,2024,9,0.0,,jmp,2024-Jagacinski-Velocity.txt,0.0
1966,10.1016/j.jmp.2024.102869,['Inferred representations behave like oscillators in dynamic Bayesian models of beat perception'],"['Jonathan Cannon', 'Thomas Kaplan']",122,,2024,9,7.0,,jmp,2024-Cannon-Representations.txt,3.5
1967,10.1016/j.jmp.2024.102872,"['Toward a unified perspective on assessment models, part I: Foundations of a framework']","['Stefano Noventa', 'Jürgen Heller', 'Augustin Kelava']",122,,2024,9,2.0,,jmp,2024-Noventa-Unified.txt,1.0
1968,10.1016/j.jmp.2024.102867,['On the multiplicative inequality'],"['William J. McCausland', 'A.A.J. Marley']",122,,2024,9,0.0,,jmp,2024-McCausland-Multiplicative.txt,0.0
1969,10.1016/j.jmp.2024.102860,['Lexicographic Majority'],['Henrik Petri'],122,,2024,9,0.0,,jmp,2024-Petri-None.txt,0.0
1970,10.1016/j.jmp.2024.102868,['Measuring a thought'],['Stephen W Link'],122,,2024,9,0.0,,jmp,2024-Link-None.txt,0.0
1971,10.1016/j.jmp.2024.102876,['Invariance of comparisons: Separation of item and person parameters beyond Rasch models'],['Gerhard Tutz'],122,,2024,9,2.0,,jmp,2024-Tutz-Comparisons:.txt,1.0
1972,10.1016/j.jmp.2024.102887,['On the mathematical formalization of the Inhibited Elements Model'],['Natham Aguirre'],123,,2024,12,2.0,,jmp,2024-Aguirre-Mathematical.txt,1.0
1973,10.1016/j.jmp.2024.102875,['Bayesian networks and knowledge structures in cognitive assessment: Remarks on basic comparable aspects'],['Luigi Burigana'],123,,2024,12,1.0,1.0,jmp,2024-Burigana-Networks.txt,0.5
1974,10.1016/j.jmp.2024.102886,['A computational account of self-control'],"['Gaurav Suri', 'Kenneth R. Paap']",123,,2024,12,1.0,2.0,jmp,2024-Suri-Computational.txt,0.5
1975,10.1016/j.jmp.2024.102890,['Remarks on learning spaces'],['Xun Ge'],123,,2024,12,0.0,,jmp,2024-Ge-Learning.txt,0.0
1976,10.1016/j.jmp.2024.102884,['A Coupled Hidden Markov Model framework for measuring the dynamics of categorization'],"['Manuel Villarreal', 'Michael D. Lee']",123,,2024,12,0.0,,jmp,2024-Villarreal-Coupled.txt,0.0
1977,10.1016/j.jmp.2024.102885,['Understanding the geometrical properties of an Ames room and controlling it systematically and quantitatively'],"['Vladislav Myrov', 'Elena Gorina', 'Kristina Vodorezova', 'Maria Dvoeglazova', 'Ekaterina Koshmanova', 'Elena S. Gorbunova', 'Tadamasa Sawada']",123,,2024,12,1.0,0.0,jmp,2024-Myrov-Geometrical.txt,0.5
1978,10.1016/j.jmp.2024.102889,['On using the fixed-point property of binary mixtures to discriminate among models of recognition memory'],['F. Gregory Ashby'],123,,2024,12,0.0,,jmp,2024-Ashby-Fixed_point.txt,0.0
1979,10.1016/j.jmp.2024.102888,['Homomorphisms between problem spaces'],"['Andrea Brancaccio', 'Luca Stefanutti']",123,,2024,12,1.0,,jmp,2024-Brancaccio-Between.txt,0.5
1980,10.1016/j.jmp.2024.102883,['Making valuations with the priority heuristic'],['Konstantinos V. Katsikopoulos'],123,,2024,12,0.0,,jmp,2024-Katsikopoulos-Valuations.txt,0.0
1981,10.1016/j.jmp.2024.102845,['The mathematical psychology of Peter Fishburn'],"['Fred S. Roberts', 'Clintin P. Davis-Stober', 'Michel Regenwetter']",120-121,,2024,6,1.0,,jmp,2024-Roberts-Mathematical.txt,0.5
1982,10.1016/j.jmp.2024.102855,['The generalized Robbins–Monro process and its application to psychophysical experiments for threshold estimation'],"['Hau-Hung Yang', 'Yung-Fong Hsu']",120-121,,2024,6,1.0,,jmp,2024-Yang-Generalized.txt,0.5
1983,10.1016/j.jmp.2024.102857,['RT-MPTs: Process models for response-time distributions with diffusion-model kernels'],"['Karl Christoph Klauer', 'Raphael Hartmann', 'Constantin G. Meyer-Grant']",120-121,,2024,6,3.0,,jmp,2024-Klauer-Process.txt,1.5
1984,10.1016/j.jmp.2024.102859,['Sense of agency in operations with delays: A free-energy model and application to interface design'],"['Masaki Isono', 'Hideyoshi Yanagisawa']",120-121,,2024,6,0.0,,jmp,2024-Isono-Agency.txt,0.0
1985,10.1016/j.jmp.2024.102856,['Two peas in a pod: Discounting models as a special case of the VARMAX'],"['Niels Vanhasbroeck', 'Tim Loossens', 'Francis Tuerlinckx']",120-121,,2024,6,0.0,,jmp,2024-Vanhasbroeck-Peas.txt,0.0
1986,10.1016/j.jmp.2025.102904,['Conjugate Bayesian analysis of the Wald model: On an exact drift-rate posterior'],['Constantin G. Meyer-Grant'],124,,2025,3,0.0,,jmp,2025-Meyer-Grant-Bayesian.txt,0.0
1987,10.1016/j.jmp.2025.102899,['Analysing the bias introduced by adaptive designs to estimates of psychometric functions'],"['Simon Bang Kristensen', 'Katrine Bødkergaard', 'Bo Martin Bibby']",124,,2025,3,1.0,,jmp,2025-Kristensen-Bias.txt,1.0
1988,10.1016/j.jmp.2024.102897,['Characterizing master fringes in competence-based knowledge space theory for personalized learning applications'],"['Gongxun Wang', 'Jinjin Li', 'Bo Wang', 'Chenyi Tao']",124,,2025,3,4.0,,jmp,2025-Wang-Master.txt,4.0
1989,10.1016/j.jmp.2025.102902,['Probabilistic models of delay discounting: “Fixed-endpoint” psychometric curves improve plausibility and performance'],"['Isaac Kinley', 'Joseph Oluwasola', 'Suzanna Becker']",124,,2025,3,1.0,,jmp,2025-Kinley-Models.txt,1.0
1990,10.1016/j.jmp.2025.102901,['Choosing is losing: How opportunity cost influences valuations and choice'],"['Tomás Lejarraga', 'József Sákovics']",124,,2025,3,0.0,,jmp,2025-Lejarraga-Losing:.txt,0.0
1991,10.1016/j.jmp.2024.102898,['Dimensions of knowledge structures'],"['Jean-Paul Doignon', 'Luca Stefanutti']",124,,2025,3,0.0,,jmp,2025-Doignon-Knowledge.txt,0.0
1992,10.1016/j.jmp.2025.102900,['A class of random utility models yielding the exploded logit'],['Karim Kilani'],124,,2025,3,1.0,,jmp,2025-Kilani-Class.txt,1.0
1993,10.1016/j.jmp.2025.102923,['Coupling quantum-like cognition with the neuronal networks within generalized probability theory'],"['Andrei Khrennikov', 'Masanao Ozawa', 'Felix Benninger', 'Oded Shor']",125,,2025,5,6.0,7.0,jmp,2025-Khrennikov-Quantum_like.txt,6.0
1994,10.1016/j.jmp.2025.102906,['Models of human probability judgment errors'],"['Jiaqi Huang', 'Jerome Busemeyer']",125,,2025,5,0.0,5.0,jmp,2025-Huang-Probability.txt,0.0
1995,10.1016/j.jmp.2025.102921,['A concise mathematical description of active inference in discrete time'],"['Jesse van Oostrum', 'Carlotta Langer', 'Nihat Ay']",125,,2025,5,1.0,,jmp,2025-van Oostrum-Concise.txt,1.0
1996,10.1016/j.jmp.2025.102907,['The assessment of global optimization skills in procedural knowledge space theory'],"['Luca Stefanutti', 'Andrea Brancaccio']",125,,2025,5,0.0,,jmp,2025-Stefanutti-Assessment.txt,0.0
1997,10.1016/j.jmp.2025.102922,['Secure and perfect maximality'],['Federico Quartieri'],125,,2025,5,0.0,,jmp,,0.0
1998,10.1016/j.jmp.2025.102905,['Two formal notions of higher-order invariance detection in humans (A proof of the invariance equivalence principle in Generalized Invariance Structure Theory and ramifications for related computations)'],['Ronaldo Vigo'],125,,2025,5,0.0,,jmp,2025-Vigo-Formal.txt,0.0
1999,10.1016/j.jmp.2025.102920,['Traits and tangles: An analysis of the Big Five paradigm by tangle-based clustering'],"['Hanno von Bergen', 'Reinhard Diestel']",125,,2025,5,0.0,1.0,jmp,2025-von Bergen-Tangles:.txt,0.0
2000,10.1016/j.jmp.2025.102917,['Cognitive models of decision-making with identifiable parameters: Diffusion decision models with within-trial noise'],"['Michael D. Nunez', 'Anna-Lena Schubert', 'Gidon T. Frischkorn', 'Klaus Oberauer']",125,,2025,5,4.0,,jmp,2025-Nunez-Models.txt,4.0
2001,10.1016/j.jmp.2025.102918,['A Boolean generalization of the information-gain model can eliminate specific reasoning errors'],['Chris Thornton'],125,,2025,5,0.0,,jmp,2025-Thornton-Boolean.txt,0.0
2002,10.1016/j.jmp.2025.102919,['An entropy model of decision uncertainty'],['Keith A. Schneider'],125,,2025,5,1.0,,jmp,2025-Schneider-Entropy.txt,1.0
2003,10.1016/j.jmp.2025.102924,['Using systems factorial technology for global model analysis of ACT-R’s core architectural assumptions'],"['Christopher R. Fisher', 'Joseph W. Houpt', 'Othalia Larue', 'Kevin Schmidt']",125,,2025,5,0.0,0.0,jmp,2025-Fisher-Systems.txt,0.0
2004,10.1016/j.jmp.2025.102926,"['Toward a unified perspective on assessment models, part II: Dichotomous latent variables']","['Stefano Noventa', 'Jürgen Heller', 'Sangbeak Ye', 'Augustin Kelava']",125,,2025,5,0.0,,jmp,2025-Noventa-Unified.txt,0.0
2005,10.1016/j.jmp.2025.102925,"['Honey, I shrunk the irrelevant effects! Simple and flexible approximate Bayesian regularization']","['Diana Karimova', 'Sara van Erp', 'Roger Th.A.J. Leenders', 'Joris Mulder']",126,,2025,8,0.0,,jmp,2025-Karimova-I.txt,0.0
2006,10.1016/j.jmp.2025.102927,['Expected exponential discounting in inter-temporal decision making'],"['Tom H. Rosenström', 'Alasdair I. Houston']",126,,2025,8,0.0,,jmp,2025-Rosenström-Exponential.txt,0.0
2007,10.1016/j.jmp.2025.102939,['The stochastic 2-binary choice problem'],"['Paola Manzini', 'Marco Mariotti', 'Henrik Petri']",126,,2025,8,0.0,,jmp,2025-Manzini-Stochastic.txt,0.0
2008,10.1016/j.jmp.2025.102938,['Random utility without regularity'],"['Johannes Müller-Trede', 'Michel Regenwetter']",126,,2025,8,0.0,,jmp,2025-Müller-Trede-Utility.txt,0.0
2009,10.1016/j.jmp.2025.102937,"['Generalizing survivor interaction contrast functions for coactive systems to the linear ballistic accumulator model, inhomogeneous Poisson processes, and presenting a novel ‘bare bones’ stochastic process']","['James T. Townsend', 'Joseph W. Houpt']",126,,2025,8,1.0,0.0,jmp,2025-Townsend-Survivor.txt,1.0
2010,10.1016/j.jmp.2025.102941,['An alternative attribute map for polytomous assessment structures'],"['Bo Wang', 'Jinjin Li', 'Bochi Xu', 'Wen Sun', 'Yingru Lin']",126,,2025,8,0.0,,jmp,2025-Wang-Alternative.txt,0.0
2011,10.1016/j.jmp.2025.102940,['Characterization of countable and continuous Richter–Peleg multi-utility representations'],"['Gianni Bosi', 'Esteban Induráin', 'Ana Munárriz', 'Yeray R. Rincón']",126,,2025,8,1.0,,jmp,2025-Bosi-Countable.txt,1.0
2012,10.1016/j.jmp.2025.102953,['The dual and the complement of a skill function'],"['Gongxun Wang', 'Jinjin Li', 'Jun-e Feng']",127,,2025,12,0.0,0.0,jmp,,0.0
2013,10.1016/j.jmp.2025.102952,['Modeling meta-reasoning processes using diffusion and quantum random walk models'],"['Ritesh K. Malaiya', 'Richard M. Golden']",127,,2025,12,0.0,0.0,jmp,2025-Malaiya-Meta_reasoning.txt,0.0
2014,10.1016/j.jmp.2025.102957,['A dynamic model of context-based retrieval'],"['Madison D. Paron', 'James D. Paron', 'Michael J. Kahana']",127,,2025,12,0.0,,jmp,2025-Paron-Dynamic.txt,0.0
2015,10.1016/j.jmp.2025.102943,['On Iverson’s law of similarity'],"['Eszter Gselmann', 'Christopher W. Doble', 'Yung-Fong Hsu']",127,,2025,12,0.0,0.0,jmp,,0.0
2016,10.1016/j.jmp.2025.102942,['Causal analysis of absolute and relative risk reductions'],"['Björn Meder', 'Charley M. Wu', 'Felix G. Rebitschek']",127,,2025,12,0.0,,jmp,2025-Meder-Absolute.txt,0.0
2017,10.1016/j.jmp.2025.102950,['Experiment-based calibration in psychology: Foundational and data-generating model'],['Dominik R. Bach'],127,,2025,12,0.0,,jmp,2025-Bach-Calibration.txt,0.0
2018,10.1016/j.jmp.2025.102955,['On informativeness and reducibility in competence models'],"['Huihua Shi', 'Bo Wang', 'Ning Gan', 'Jinjin Li']",127,,2025,12,0.0,,jmp,2025-Shi-Informativeness.txt,0.0
2019,10.1016/j.jmp.2025.102954,['Standardized mean difference effect sizes for interval-valued data. A distance-based approach'],"['M. Asunción Lubiano', 'José García-García', 'Antonio L. García-Izquierdo', 'Ana M. Castaño']",127,,2025,12,0.0,0.0,jmp,2025-Lubiano-Mean.txt,0.0
2020,10.1016/j.jmp.2025.102967,['Information of absence: Capacity measures for parallel AND processing'],['Nicholas A. Altieri'],128,,2026,3,0.0,,jmp,2026-Altieri-Absence:.txt,
2021,10.1016/j.jmp.2025.102969,['A hitchhiker’s guide to information theoretical measures in psychology'],"['Niels van Santen', 'Yves Rosseel', 'Daniele Marinazzo']",128,,2026,3,0.0,,jmp,2026-van Santen-Hitchhiker’s.txt,
2022,10.1016/j.jmp.2025.102968,['Analytical bifurcation analysis of mean-field Ising models reveals connectivity as a risk factor for psychopathology'],"['Han L.J. van der Maas', 'Lourens Waldorp']",128,,2026,3,0.0,1.0,jmp,2026-van der Maas-Bifurcation.txt,
2023,10.1016/j.jmp.2025.102956,['Identifiability of the polytomous local independence model with graded knowledge structures'],"['Luca Stefanutti', 'Andrea Spoto']",128,,2026,3,0.0,,jmp,2026-Stefanutti-Polytomous.txt,
2024,10.1007/s42113-018-0003-7,['Estimating Semantic Networks of Groups and Individuals from Fluency Data'],"['Jeffrey C. Zemla', 'Joseph L. Austerweil']",1,1,2018,3,45.0,,cbb,,5.6
2025,10.1007/s42113-018-0004-6,['Cueing Effects in the Attentional Network Test: a Spotlight Diffusion Model Analysis'],"['Corey N. White', 'Ryan Curl']",1,1,2018,3,8.0,,cbb,,1.0
2026,10.1007/s42113-018-0002-8,['The Impact of Inserting an Additional Mental Process'],"['Qiong Zhang', 'Matthew M. Walsh', 'John R. Anderson']",1,1,2018,3,13.0,,cbb,,1.6
2027,10.1007/s42113-018-0001-9,"['How Do Information Processing Systems Deal with Conflicting Information? Differential Predictions for Serial, Parallel, and Coactive Models']","['Daniel R. Little', 'Ami Eidels', 'Mario Fifić', 'Tony S. L. Wang']",1,1,2018,3,13.0,,cbb,,1.6
2028,10.1007/s42113-018-0005-5,['Do People Ask Good Questions?'],"['Anselm Rothe', 'Brenden M. Lake', 'Todd M. Gureckis']",1,1,2018,3,35.0,,cbb,,4.4
2029,10.1007/s42113-018-0006-4,['Making a Wiser Crowd: Benefits of Individual Metacognitive Control on Crowd Performance'],"['Stephen T. Bennett', 'Aaron S. Benjamin', 'Percy K. Mistry', 'Mark Steyvers']",1,1,2018,3,22.0,,cbb,,2.8
2030,10.1007/s42113-018-0013-5,['Hierarchical Bayesian Analyses for Modeling BOLD Time Series Data'],"['M. Fiona Molloy', 'Giwon Bahg', 'Xiangrui Li', 'Mark Steyvers', 'Zhong-Lin Lu', 'Brandon M. Turner']",1,2,2018,6,13.0,,cbb,,1.6
2031,10.1007/s42113-018-0007-3,"['Different Physical Intuitions Exist Between Tasks, Not Domains']","['Kevin A Smith', 'Peter W Battaglia', 'Edward Vul']",1,2,2018,6,21.0,,cbb,,2.6
2032,10.1007/s42113-018-0012-6,['Feedback Discounting in Probabilistic Categorization: Converging Evidence from EEG and Cognitive Modeling'],"['David K. Sewell', 'Hayley A. Warren', 'Daniel Rosenblatt', 'Daniel Bennett', 'Maxwell Lyons', 'Stefan Bode']",1,2,2018,6,4.0,,cbb,,0.5
2033,10.1007/s42113-018-0008-2,['An Instance Theory of Semantic Memory'],"['Randall K. Jamieson', 'Johnathan E. Avery', 'Brendan T. Johns', 'Michael N. Jones']",1,2,2018,6,42.0,,cbb,,5.2
2034,10.1007/s42113-018-0009-1,['Toward a computational cognitive neuropsychology of Wisconsin card sorts: a showcase study in Parkinson’s disease'],"['Alexander Steinke', 'Florian Lange', 'Caroline Seer', 'Bruno Kopp']",1,2,2018,6,17.0,,cbb,,2.1
2035,10.1007/s42113-018-0010-8,['Aversion to Option Loss in a Restless Bandit Task'],"['Danielle J. Navarro', 'Peter Tran', 'Nicole Baz']",1,2,2018,6,11.0,,cbb,,1.4
2036,10.1007/s42113-018-0011-7,['Limitations of Bayesian Leave-One-Out Cross-Validation for Model Selection'],"['Quentin F. Gronau', 'Eric-Jan Wagenmakers']",2,1,2018,9,131.0,224.0,cbb,,16.4
2037,10.1007/s42113-018-0015-3,['A Comparison of Approximations for Base-Level Activation in ACT-R'],"['Christopher R. Fisher', 'Joseph Houpt', 'Glenn Gunzelmann']",1,3-4,2018,10,2.0,,cbb,,0.2
2038,10.1007/s42113-018-0019-z,['Between the Devil and the Deep Blue Sea: Tensions Between Scientific Judgement and Statistical Model Selection'],['Danielle J. Navarro'],2,1,2018,11,81.0,147.0,cbb,,10.1
2039,10.1007/s42113-018-0017-1,['Commentary on Gronau and Wagenmakers'],"['Suyog H. Chandramouli', 'Richard M. Shiffrin']",2,1,2018,11,5.0,,cbb,,0.6
2040,10.1007/s42113-018-0014-4,['The Tortoise and the Hare: Understanding the Influence of Sequence Length and Variability on Decision-Making in Skilled Performance'],"['Catherine Sibert', 'Wayne D. Gray']",1,3-4,2018,11,3.0,,cbb,,0.4
2041,10.1007/s42113-018-0016-2,['Evidence Accumulation in a Laplace Domain Decision Space'],"['Marc W. Howard', 'Andre Luzardo', 'Zoran Tiganj']",1,3-4,2018,11,10.0,,cbb,,1.2
2042,10.1007/s42113-018-0020-6,['Limitations of “Limitations of Bayesian Leave-one-out Cross-Validation for Model Selection”'],"['Aki Vehtari', 'Daniel P. Simpson', 'Yuling Yao', 'Andrew Gelman']",2,1,2018,11,58.0,,cbb,,7.2
2043,10.1007/s42113-018-0018-0,['Planning Your Route: Where to Start?'],"['Lahari Sengupta', 'Radu Mariescu-Istodor', 'Pasi Fränti']",1,3-4,2018,12,13.0,,cbb,,1.6
2044,10.1007/s42113-018-0021-5,['Individual Differences in Cortical Processing Speed Predict Cognitive Abilities: a Model-Based Cognitive Neuroscience Account'],"['Anna-Lena Schubert', 'Michael D. Nunez', 'Dirk Hagemann', 'Joachim Vandekerckhove']",2,2,2018,12,29.0,,cbb,,3.6
2045,10.1007/s42113-018-0022-4,['Rejoinder: More Limitations of Bayesian Leave-One-Out Cross-Validation'],"['Quentin F. Gronau', 'Eric-Jan Wagenmakers']",2,1,2019,1,16.0,,cbb,,2.3
2046,10.1007/s42113-019-0024-x,['Detecting Strategies in Developmental Psychology'],"['Helen Steingroever', 'Marieke Jepma', 'Michael D. Lee', 'Brenda R. J. Jansen', 'Hilde M. Huizenga']",2,2,2019,1,11.0,,cbb,,1.6
2047,10.1007/s42113-019-0023-y,['A Model for Understanding Recognition Validity'],"['Michael D. Lee', 'Stephanie Doering', 'Amy Carr']",2,2,2019,1,0.0,,cbb,,0.0
2048,10.1007/s42113-019-0025-9,['Testing Optimal Timing in Value-Linked Decision Making'],['Rahul Bhui'],2,2,2019,1,24.0,,cbb,,3.4
2049,10.1007/s42113-019-00027-0,['Cue-Driven Changes in Detection Strategies Reflect Trade-Offs in Strategic Efficiency'],"['Cheng-Ta Yang', 'Chun-Hao Wang', 'Ting-Yun Chang', 'Ju-Chi Yu', 'Daniel R. Little']",2,2,2019,2,8.0,,cbb,,1.1
2050,10.1007/s42113-019-00026-1,['Velocity Estimation in Reinforcement Learning'],"['Carlos Velázquez', 'Manuel Villarreal', 'Arturo Bouzas']",2,2,2019,2,3.0,,cbb,,0.4
2051,10.1007/s42113-019-00028-z,['Neuronal Firing Rate As Code Length: a Hypothesis'],"['Ning Qian', 'Jun Zhang']",3,1,2019,3,6.0,,cbb,,0.9
2052,10.1007/s42113-019-00030-5,['Neural Mechanisms That Hide Individual Behavioral Differences: Evidence from Psychophysics and Neuroscience'],['Vincent A. Billock'],3,1,2019,4,0.0,,cbb,,0.0
